ID,Name,Age,Gender,City,Education,Employment Status,Salary,Health Condition,Credit Score
1438,SANDERS LERROY,22,,Baltimore,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1439,WHITE DESHAUM,31,,Baltimore,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1440,KNOX JAMAL,16,,Baltimore,,Retired,"$40,000 (Pension)",Good,710
1441,QUEEN ERIC,24,,Baltimore,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1442,BROCKINGTON LARRY,31,,Baltimore,High School,Employed,"$55,000 ",Excellent,780
1443,HARMON DERIUS COURTNEY,18,,Baltimore,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1444,DAVIS MATHEW,23,,Baltimore,Master's,Self-employed,"$140,000 ",Excellent,850
1445,BEASLEY ADRIAN DANIEL,23,,Baltimore,,Unemployed,$0 ,Poor,420
1446,BOTTOMS ROCKY LAIN JR.,24,,Baltimore,PhD,Employed,"$100,000 ",Average,750
1447,MOUZON THOMAS STEVESON JR.,23,,Baltimore,Associate,Unemployed,$0 ,Good,N/A
1448,GRAVES JOHN LEE,26,,Baltimore,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1449,DAVIS MICHAEL EUGENE,25,,Baltimore,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1450,CURTIS WILLIAM DON,23,,Baltimore,Master's,Retired,"$50,000 (Social Security)",Average,700
1451,HATCHER DEANDRE JERROD,17,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1452,WILSON GERALD LAMONT,22,,Baltimore,Associate,Employed,"$40,000 ",Good,650
1453,HAWKINS ANTWOINE DESHAWN,29,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1454,LITTLE TODD,29,,Baltimore,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1455,HICKS NATHANIEL LARRY,30,,Baltimore,,Unemployed,$0 ,Average,400
1456,SALMOND DEANDRE,19,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,770
1457,CORNISH EARL SONNY,21,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1458,PERLIE ROBERT EUGENE,16,,Baltimore,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1459,PARSON ALVIN,22,,Baltimore,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1460,ROSE ALEXANDER OSBORNE,23,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Good,730
1461,SMITH ADRIAN KENNARD,19,,Baltimore,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1462,TAYLOR CURTIS,22,,Baltimore,High School (GED),Unemployed,$0 ,Poor,N/A
1463,ELMORE JASMAN,18,,Baltimore,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1464,BROOKS PERRY VANFERGUSON,49,,Baltimore,,Student (Internship),"$20,000 (Stipend)",Good,None
1465,MAITH RENARD DAVID,52,,Baltimore,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1466,JOHNSON BRIAN,31,,Baltimore,Master's,Unemployed,$0 ,Poor,N/A
1467,REED AMIN,30,,Baltimore,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1468,BISHOP DAVID PERCELL,32,,Baltimore,High School,Employed,"$60,000 ",Excellent,810
1469,WILLIAMS DAVON,19,,Baltimore,Bachelor's,Student (Full-time),$0 ,Good,None
1470,HENDERSON LARON,27,,Baltimore,,Self-employed,"$120,000 (Seasonal)",Average,660
1471,PARSON JOURMAN,17,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1472,RATHER NEIL BRAIN,18,,Baltimore,PhD,Employed,"$130,000 (Commission)",Good,740
1473,DREW JOHN CAMERON,26,,Baltimore,Bachelor,Employed,"$80,000 ",Good,720
1474,PAYNE CHARLES LAMONT,31,,Baltimore,Associate,Unemployed,$0 ,Excellent,N/A
1475,WASHINGTON DAVID ELIJAH,24,,Baltimore,PhD,Self-employed,"$120,000 ",Poor,550
1476,COOPER SHIRLEY,72,,Baltimore,High School,Employed,"$45,000 ",Excellent,800
1477,ALEXANDER CURTIS FRANCIS,28,,Baltimore,Master's,Retired,"$50,000 ",Average,680
1478,BONNER TYRONE WILLIE,30,,Baltimore,,Student,$0 ,Good,N/A
1479,GHULAM MUSTAFA,33,,Baltimore,,Unemployed,Missing,Poor,400
1480,BURNETTE DEMETRIUS ANDER,31,,Baltimore,Associate,Employed,"$65,000 ",,750
1481,HUNTER CRAIG ANTWON,29,,Baltimore,High School,Self-employed,"$30,000 ",Excellent,600
1482,JORDAN MELVIN,32,,Baltimore,PhD,Employed,"$100,000 ",Average,790
1483,SIMS MICHAEL LAMORIS,18,,Baltimore,PhD,Retired,$0 ,Average,537
1484,TAYLOR JUAN DERRICK,44,,Baltimore,Bachelor's,Unemployed,$0 ,Excellent,None
1485,GRIFFIN BARBARA,18,,Baltimore,High School,Unemployed,$0 ,Good,457
1486,WASHINGTON CURTIS,17,,Baltimore,PhD,Unemployed,$0 ,,N/A
1487,CARR STERLING ANGELO JR.,28,,Baltimore,Bachelor's,Retired,$0 ,,None
1488,GORDAN MAURICE,15,,Baltimore,,Student,$0 ,,N/A
1489,WILLIAMS TYREE LAMAR,22,,Baltimore,Master's,Self-employed,"$135,068 ",Average,794
1490,JONES RICHARD LEONARD,36,,Baltimore,PhD,Employed,"($50,975)",Good,None
1491,HARRIS ALVIS,40,,Baltimore,Master's,Unemployed,$0 ,Good,814
1492,GRIMES MARCARIAN,23,,Baltimore,PhD,Self-employed,"($102,073)",Poor,780
1493,PETTUS RILEY,43,,Baltimore,High School,Freelance,"$25,000 (Hourly)",Excellent,720
1494,CARTER DAVID ANTONIO,26,,Baltimore,,Student (Part-time),"$15,000 (Summer Job)",Good,None
1495,BUNDY RONNIE,21,,Baltimore,Master's,Retired (Early),"$35,000 (Pension)",Average,650
1496,TYNES TARIK HASSAN,35,,Baltimore,Bachelor's,Self-employed,"$150,000 (Seasonal)",Poor,500
1497,WILSON GEORGE,24,,Baltimore,Associate,Unemployed,$0 ,,N/A
1498,CONWAY VOLTAIRE MICHAEL,40,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,830
1499,WILLIAMS GEORGE WESLEY,53,,Baltimore,Master's,Retired,"$48,000 (Social Security)",Excellent,750
1500,LEWIS KYLE,27,,Baltimore,High School,Employed (Gig Work),"$30,000 (Unstable)",Poor,420
1501,AIREY PHILLIP EDWARD,36,,Baltimore,Bachelor's,Student (Full-time),$0 ,Excellent,None
1502,COOK JEWELS TREMAN,36,,Baltimore,PhD,Self-employed,$0 (Business Closed),Poor,480
1503,JOHNSON JOSEPH MILTON,28,,Baltimore,,Unemployed,$0 ,Excellent,N/A
1504,CORNISH PAUL PHILLIP,28,,Baltimore,High School,Employed,"$40,000 ",Good,720
1505,TURNER DAVON LEON,21,,Baltimore,Bachelor's,Student,$0 ,Excellent,None
1506,SMITH GERALD,25,,Baltimore,,Self-employed,"$60,000 (Unstable)",Poor,580
1507,BARRETT CHRISTOPHER MORRIS,52,,Baltimore,Master's,Unemployed,$0 ,Average,650
1508,PRICE NATHANIEL,30,,Baltimore,PhD,Retired,"$75,000 (Pension)",Excellent,810
1509,BURTON ALLEN,39,,Baltimore,Associate,Employed,"$50,000 ",Good,780
1510,TRACEY ANTONIO DEMONT,31,,Baltimore,High School,Unemployed,$0 ,Poor,N/A
1511,JOHNSON PHYLLIS CHARLENE,40,,Baltimore,Bachelor's,Employed (Part-time),"$20,000 (Hourly)",Excellent,700
1512,JOHNSON GEORGE THOMAS,25,,Baltimore,Master's,Self-employed,"$100,000 (Seasonal)",Average,690
1513,MAURO MARIO JOSEPH,53,,Baltimore,,Student (Full-time),$0 ,Good,None
1514,RICHARDSON CHRISTINE,15,,Baltimore,PhD,Employed,"$120,000 ",Excellent,830
1515,JOHNSON CLAYBORN,59,,Baltimore,Associate,Unemployed,$0 ,Poor,550
1516,JACKSON CYPRIAN LAMAR,29,,Baltimore,High School,Gig Worker,"$35,000 (Unstable)",Average,620
1517,JOHNSON TIMOTHY,37,,Baltimore,Bachelor's,Employed (Contract),"$80,000 ",Good,750
1518,BELLOSI ASHLEY MARIE,23,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Excellent,790
1519,CROSBY JERRY,24,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1520,STRANGE CONRAD,25,,Baltimore,Associate,Employed,"$45,000 ",Average,680
1521,MCMILLIAN YEMEL,20,,Baltimore,High School,Student (Part-time),"$15,000 (Summer Job)",Good,None
1522,WHITE MAURICE GILBERT,22,,Baltimore,Bachelor's,Self-employed,"$110,000 ",Excellent,820
1523,WHITE WAYNE GOLDEN,24,,Baltimore,,Unemployed,$0 ,Poor,480
1524,WILLIAMS EARL THOMAS,26,,Baltimore,PhD,Employed,"$130,000 (Commission)",Average,710
1525,COSTLEY PERRY ALAN,18,,Baltimore,Associate,Unemployed,$0 ,Good,N/A
1526,SANTIAGO DANIEL,29,,Baltimore,High School,Gig Worker,"$28,000 (Unstable)",Poor,520
1527,BRANDON STEVEN ELRICK SR.,41,,Baltimore,Bachelor's,Employed (Contract),"$90,000 ",Excellent,770
1528,CHASE DONTE LAMONT,27,,Baltimore,Master's,Retired,"$60,000 (Social Security)",Average,740
1529,ROBOTHAM CHRISTOPHER DEAN,37,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1530,EPPS SAMUEL,30,,Baltimore,Associate,Employed,"$50,000 ",Good,690
1531,WEBB CYNTHIA,42,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1532,DOWNING DEMETRIS DONNELL SR.,25,,Baltimore,Bachelor's,Self-employed,"$120,000 ",Excellent,840
1533,MITCHELL KENNETH STUART,44,,Baltimore,,Unemployed,$0 ,Average,450
1534,BROWN JORDAN TAYLOR,21,,Baltimore,PhD,Employed,"$140,000 (Commission)",Good,730
1535,MIAES EGHOSA,20,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1536,BARNES CARL EUGENE,35,,Baltimore,High School,Gig Worker,"$32,000 (Unstable)",Average,600
1537,JOHNSON WILLIAM,18,,Baltimore,Bachelor's,Employed (Contract),"$100,000 ",Excellent,790
1538,MCCARGO KEENAN JAMAH,28,,Baltimore,Master's,Retired,"$65,000 (Social Security)",Good,760
1539,BRACEY DONTE,20,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1540,FORD ERIC JEROME,19,,Baltimore,PhD,Employed,"$90,000 ",Good,800
1541,WILLIAMS LORADO JR.,27,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1542,MITCHELL TAAVON,27,,Baltimore,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1543,BRYANT JOSEPH ANTOINE,29,,Baltimore,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1544,RICHARDSON TROY,30,,Baltimore,,Retired,"$40,000 (Pension)",Good,710
1545,MCCARGO DAVON KEITH,20,,Baltimore,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1546,DICKEY BYRON LAMAR,28,,Baltimore,High School,Employed,"$55,000 ",Excellent,780
1547,MOORE FREDERICK,27,,Baltimore,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1548,KUTCHEY KAREN NORA,51,,Baltimore,Master's,Self-employed,"$140,000 ",Excellent,850
1549,COX DARIUS,17,,Baltimore,,Unemployed,$0 ,Poor,420
1550,BRADLEY RAMONA,40,,Baltimore,PhD,Employed,"$100,000 ",Average,750
1551,COOPER ISHMAEL ANTONIO,15,,Baltimore,Associate,Unemployed,$0 ,Good,N/A
1552,BAKER DWIGHT NATHANIEL,35,,Baltimore,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1553,MCNAIR ANDRE LEE,28,,Baltimore,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1554,SIVELLS MATTHEW,26,,Baltimore,Master's,Retired,"$50,000 (Social Security)",Average,700
1555,KARKI HIMANK,18,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1556,HAZEL LACY EDWARD,44,,Baltimore,Associate,Employed,"$40,000 ",Good,650
1557,THOMAS DARNELL,23,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1558,TAYLOR KAHLIL,23,,Baltimore,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1559,BLACKWELL SEAN DONNIE,20,,Baltimore,,Unemployed,$0 ,Average,400
1560,WATTS GARY,21,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,770
1561,BORUM JASMINE AZARIA,17,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1562,BORUM PAULINE,60,,Baltimore,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1563,QUALLS DAVON,17,,Baltimore,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1564,NEWMAN BARRY OLSON,29,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Good,730
1565,WALTON KHONJI LATASHA,27,,Baltimore,PhD,Unemployed,$0 ,Excellent (?!),N/A
1566,KABAH QASIM,29,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1567,CHRISTEN JOHN JAY,20,,Baltimore,Master's,Self-employed,"$120,000 ",Good,810
1568,SMITH BRIAN PAUL,27,,Baltimore,,Employed (Part-time),"$15,000 (Hourly)",Excellent,690
1569,JONES TYRONE,26,,Baltimore,PhD,Gig Worker,"$50,000 (Unstable)",Average,700
1570,MYRICK CHANNING DONTE,26,,Baltimore,Associate,Self-employed,"$80,000 (Seasonal)",Poor,590
1571,MORRIS DEION,23,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1572,ASARE RICHARD KARIKARI,24,,Baltimore,PhD,Employed,"$90,000 ",Good,800
1573,CONLEY GLENN,25,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1574,HARRIS DARRICK SHENELL,40,,Baltimore,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1575,RUTLEDGE ROBERT,40,,Baltimore,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1576,DIVEN WILLIAM DENNY,46,,Baltimore,,Retired,"$40,000 (Pension)",Good,710
1577,RAY RICHARD,37,,Baltimore,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1578,JONES VIRGINIA W,81,,Baltimore,High School,Employed,"$55,000 ",Excellent,780
1579,RAY KEITH,24,,Baltimore,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1580,SMITH ALFRED,56,,Baltimore,Master's,Self-employed,"$140,000 ",Excellent,850
1581,FORTUNE JASON,24,,Baltimore,,Unemployed,$0 ,Poor,420
1582,BLANDING TYRONE ANTONY,30,,Baltimore,PhD,Employed,"$100,000 ",Average,750
1583,KELLY DARWIN LAMAR JR.,20,,Baltimore,Associate,Unemployed,$0 ,Good,N/A
1584,COLEMAN DAMON,35,,Baltimore,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1585,ASKEW MONTAZ,19,,Baltimore,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1586,OSAFO KWAME SAKA,21,,Baltimore,Master's,Retired,"$50,000 (Social Security)",Average,700
1587,WARE KEVIN BERNARD,40,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1588,HOPE DERON CORTEZ,16,,Baltimore,Associate,Employed,"$40,000 ",Good,650
1589,BIGGS DIONE LAMONT,33,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1590,BRYANT ANDRE DONNELL,47,,Baltimore,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1591,MAZYCK HENRY ANDREW,39,,Baltimore,,Unemployed,$0 ,Average,400
1592,MEBANE DARREN BLAIR,21,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,770
1593,DAVIS DONTE DAVID,25,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1594,HOLLOWAY QUR'RON,19,,Baltimore,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1595,BURDEN CHRISTOPHER DWIGHT,23,,Baltimore,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1596,FLUDD VERONICA MARIE,26,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Good,730
1597,BECKFORD MARLON,31,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1598,ROBERTSON-EL ALEXANDER,24,,Baltimore,PhD,Employed,"$150,000 (Commission)",Good,820
1599,KING NAIM MUHAMMAD,31,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1600,FOOTMAN NATHANIEL CODY,18,,Baltimore,High School,Gig Worker,"$22,000 (Unstable)",Average,540
1601,JONES LAWRENCE,17,,Baltimore,Bachelor's,Self-employed,"$80,000 ",Excellent,760
1602,TYSON ROBERT,24,,Baltimore,,Unemployed,$0 ,Poor,380 (Typo)
1603,SMITH NORMAN EARL,30,,Baltimore,Associate,Employed (Part-time),"$12,000 (Hourly)",Average,630
1604,REGAN TERRENCE,16,,Baltimore,High School,Employed,"$60,000 ",Excellent,800
1605,HUNT LEONARD,44,,Baltimore,Bachelor's,Student (Part-time),"$15,000 (Summer Job)",Good,None
1606,SMITHSON CARLOS EUGENE,22,,Baltimore,Master's,Self-employed,"$100,000 (Seasonal)",Average,680
1607,MORRIS JOHN HENRY,42,,Baltimore,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1608,DAVIS FREDERICK ROLAND,38,,Baltimore,High School (GED),Unemployed,$0 ,Poor,N/A
1609,EARLL TRENT MICHEAL,25,,Baltimore,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1610,BOWMAN KENDRICK D,17,,Baltimore,,Student (Internship),"$20,000 (Stipend)",Good,None
1611,LEMON HERBERT JEROME,31,,Baltimore,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1612,HARRIS BRYANNA ASHLEY,2,,Baltimore,Master's,Unemployed,$0 ,Poor,N/A
1613,POWELL MARTAY,22,,Baltimore,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1614,GRAY ROBERT VERNON,36,,Baltimore,High School,Employed,"$60,000 ",Excellent,810
1615,CROWDER MICHAEL,33,,Baltimore,Bachelor's,Student (Full-time),$0 ,Good,None
1616,REDDICKS-FLOWERS QUENTIN DAVID,31,,Baltimore,,Self-employed,"$120,000 (Seasonal)",Average,660
1617,JONES TYWOND,13,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1618,HARRISON EUGENO PAUL,19,,Baltimore,PhD,Employed,"$130,000 (Commission)",Good,740
1619,FOOTE LONNIE,58,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1620,TUBMAN ARTAVIOUS D,24,,Baltimore,PhD,Employed,"$90,000 ",Good,800
1621,LAWSON RICHARD,24,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1622,ROWLETT JAMAL,20,,Baltimore,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1623,GORHAM MONEA,24,,Baltimore,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1624,STOCKS JABARI,3,,Baltimore,,Retired,"$40,000 (Pension)",Good,710
1625,WILLIAMS LEZLI MICHELLE,22,,Baltimore,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1626,WEATHERS MICHAEL,19,,Baltimore,High School,Employed,"$55,000 ",Excellent,780
1627,ALLEN JASON MILTON,25,,Baltimore,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1628,MACCOMBIE TOBY ANDREW,30,,Baltimore,Master's,Self-employed,"$140,000 ",Excellent,850
1629,HARPER WILLIAM,36,,Baltimore,,Unemployed,$0 ,Poor,420
1630,BACON KEVIN,46,,Baltimore,PhD,Employed,"$100,000 ",Average,750
1631,DARGAN TODD A,25,,Baltimore,Associate,Unemployed,$0 ,Good,N/A
1632,LINWOOD COLVIN,29,,Baltimore,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1633,WATERS JEROME ANTHONY,32,,Baltimore,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1634,BROWN JARRELL MARRKEICE EUGEN,30,,Baltimore,Master's,Retired,"$50,000 (Social Security)",Average,700
1635,HALLBACK ZECHARIAH LEE,18,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1636,JOYNER WILLIE CLAYTON,18,,Baltimore,Associate,Employed,"$40,000 ",Good,650
1637,SMITH EDWARD,14,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1638,MCKEIVER ISAIAH,19,,Baltimore,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1639,MAZYCK COLLIN MATTHEW,24,,Baltimore,,Unemployed,$0 ,Average,400
1640,KEARNEY EFFREM DEVON,20,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,770
1641,HOLLEY LISA,38,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1642,LAWSON IRVIN BERNARD,32,,Baltimore,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1643,JOHNSON MICHAEL JR.,24,,Baltimore,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1644,MILLNER SIDNEY,25,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Good,730
1645,COUTHER VICTOR,19,,Baltimore,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1646,RICHARDSON CUMBERLAND C. JR.,62,,Baltimore,High School (GED),Unemployed,$0 ,Poor,N/A
1647,BRYANT EMMANUEL MICHAEL,22,,Baltimore,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1648,HAIR KEMIA RACHE,25,,Baltimore,,Student (Internship),"$20,000 (Stipend)",Good,None
1649,PAYNE JEFF NYAN,22,,Baltimore,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1650,NORRIS SHENERA,31,,Baltimore,Master's,Unemployed,$0 ,Poor,N/A
1651,TYISHA BROWN MOZELLA,15,,Baltimore,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1652,CHEW MURRIEL,20,,Baltimore,High School,Employed,"$60,000 ",Excellent,810
1653,DAVIS HENRY,48,,Baltimore,Bachelor's,Student (Full-time),$0 ,Good,None
1654,JONES ERIC OBYRON,23,,Baltimore,,Self-employed,"$120,000 (Seasonal)",Average,660
1655,PRESSLEY JULIUS,23,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1656,BAYLOR EDWARD TYREE,32,,Baltimore,PhD,Employed,"$130,000 (Commission)",Good,740
